Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Object Repository/searchingtransactionfailed/input_ContentPlaceHolder1_ctl38""), ""1994-12-12"")",Chrome 120.0.0.0,,,27-12-2023 07:51:08,27-12-2023 07:51:08,0.422s,PASSED
delay(4),Chrome 120.0.0.0,,,27-12-2023 07:51:08,27-12-2023 07:51:12,4.013s,PASSED
"setText(findTestObject(""Object Repository/searchingtransactionfailed/input_textfield-1021""), ""maya"")",Chrome 120.0.0.0,,,27-12-2023 07:51:12,27-12-2023 07:51:12,0.451s,PASSED
delay(4),Chrome 120.0.0.0,,,27-12-2023 07:51:12,27-12-2023 07:51:16,4.017s,PASSED
"clearText(findTestObject(""searchingtransactionfailed/input_ContentPlaceHolder1_ctl38""))",Chrome 120.0.0.0,,,27-12-2023 07:51:16,27-12-2023 07:51:17,0.413s,PASSED
"clearText(findTestObject(""searchingtransactionfailed/input_textfield-1021""))",Chrome 120.0.0.0,,,27-12-2023 07:51:17,27-12-2023 07:51:17,0.408s,PASSED
delay(4),Chrome 120.0.0.0,,,27-12-2023 07:51:17,27-12-2023 07:51:21,4.011s,PASSED
"setText(findTestObject(""Object Repository/searchingtransactionfailed/input_textfield-1029""), ""Yogyakarta"")",Chrome 120.0.0.0,,,27-12-2023 07:51:21,27-12-2023 07:51:22,0.471s,PASSED
delay(5),Chrome 120.0.0.0,,,27-12-2023 07:51:22,27-12-2023 07:51:27,5.016s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,27-12-2023 07:51:27,27-12-2023 07:51:27,0.156s,PASSED
